vendor_name,vendor_id,bank_account,invoice_number,invoice_date,due_date,unit_price,quantity,total_amount,tax_amount,payment_terms,department,approver_name,fraud,is_duplicate,days_to_due,weekend_submission,amount_threshold_proximity,line_item_price_consistency
"Silva, Hahn and Benson",V013,FBNB86533780222798,INV-75293,2025-09-22,2025-11-06,2926,3,8778,1580.04,45,Finance,Brandy Johnson,0,0,45,0,91222,1
"Mckinney, Martinez and Chavez",V007,FAWM89621468689663,INV-22882,2025-11-20,2025-12-05,4527,4,18108,3259.44,15,Finance,Tyler Jones,0,0,15,0,81892,1
Huerta-Carr,V015,ABZY97751560426348,INV-66672,2026-04-20,2026-06-04,2850,12,34200,6156.0,45,IT,Victoria Tucker,0,0,45,0,65800,1
Perry-Conway,V014,FTRT12225167111320,INV-17473,2025-07-01,2025-07-31,3050,18,54900,9882.0,30,HR,Kelly Richardson,0,1,30,0,45100,1
"Morrow, Robertson and Lynch",V025,UIAB13165653854930,INV-45020,2025-12-17,2026-01-01,2885,9,25965,4673.7,15,Operations,Margaret Guerrero,0,0,15,0,74035,1
Nguyen-Taylor,V029,VOQB21844061071915,INV-30191,2026-02-26,2026-04-27,2121,20,42420,7635.599999999999,60,Finance,Thomas Edwards,0,0,60,0,57580,1
Campos-Lutz,V042,YFSX40464211592773,INV-39418,2026-02-25,2026-03-27,3155,19,59945,10790.1,30,Procurement,Frances Kelly,0,0,30,0,40055,1
Smith LLC,V011,ZYHA39824017917001,INV-22066,2026-01-09,2026-02-23,4996,6,29976,5395.679999999999,45,Operations,Sarah Stevens,0,0,45,0,70024,1
"Silva, Hahn and Benson",V013,NQMU28761170024378,INV-83669,2025-11-01,2025-12-31,3134,10,31340,5641.2,60,Procurement,Bruce Martin,0,0,60,1,68660,1
Ramos-Brown,V034,KKRQ39534540945921,INV-90774,2025-11-02,2026-01-01,4553,10,45530,8195.4,60,HR,Lauren Davis,0,0,60,1,54470,1
Franklin-Bailey,V021,KHLG55652824509754,INV-72689,2026-05-22,2026-06-21,2040,7,14280,2570.4,30,IT,Karen Harris,0,0,30,0,85720,1
"Rodriguez, Acosta and Le",V017,WNRK25018801750819,INV-69893,2026-05-26,2026-06-10,4192,16,67072,12072.96,15,Operations,Vincent Frazier,0,0,15,0,32928,1
Martin-Matthews,V010,JQXE92592205739281,INV-26387,2025-06-11,2025-08-10,2306,12,27672,4980.96,60,Procurement,John Wheeler,0,0,60,0,72328,1
"Jones, Clark and Singh",V016,NNYA54755149543059,INV-37333,2025-09-21,2025-10-21,3085,2,6170,1110.6,30,Operations,Sharon Weaver,0,0,30,1,93830,1
"Rice, Holloway and Kim",V019,OVTS36108303484137,INV-44122,2026-01-26,2026-03-12,1517,10,15170,2730.6,45,Finance,Patricia Vargas DDS,0,0,45,0,84830,1
Johnson-Peterson,V001,NTSK78041157373324,INV-74283,2026-05-25,2026-07-09,3835,17,65195,11735.1,45,Procurement,Megan Taylor,0,0,45,0,34805,1
Nguyen-Taylor,V029,NWLS59951469023299,INV-27374,2025-07-10,2025-08-24,328,12,3936,708.48,45,Finance,Ann Munoz,0,0,45,0,96064,1
"Rice, Holloway and Kim",V019,WLOX66921183212648,INV-29163,2025-12-20,2026-02-03,1552,1,1552,279.36,45,Finance,Matthew Mcdonald,0,0,45,1,98448,1
Bass and Sons,V027,YKLZ95067512636454,INV-39127,2026-03-27,2026-05-26,3976,7,27832,5009.76,60,Procurement,Bradley Norton,0,0,60,0,72168,1
Cherry-Stewart,V018,MWCK33334295042093,INV-43195,2026-04-08,2026-05-23,4311,8,34488,6207.84,45,HR,Molly Barrera,0,0,45,0,65512,1
"Johnston, Martinez and Lowery",V049,WOUK84192374268200,INV-57572,2025-07-20,2025-08-04,1788,12,21456,3862.08,15,Operations,Rebecca Arroyo,0,0,15,1,78544,1
Galvan Group,V044,MDEB15233336583348,INV-33028,2025-09-26,2025-11-25,1661,5,8305,1494.9,60,Procurement,Shannon Smith,0,1,60,0,91695,1
Mueller-Burke,V009,VVOP42183793746798,INV-51758,2025-11-20,2025-12-20,1607,19,30533,5495.94,30,HR,Ashley Hill,0,0,30,0,69467,1
Walker Ltd,V005,YDNL95045896554125,INV-40423,2026-05-08,2026-05-23,1769,9,15921,2865.78,15,IT,James Hensley,0,0,15,0,84079,1
"Pruitt, Moreno and Carter",V031,FMVG92652748983179,INV-68814,2026-01-02,2026-02-16,4658,9,41922,7545.96,45,IT,Kayla Bowman,0,0,45,0,58078,1
"Rice, Holloway and Kim",V019,NIHT51654719978386,INV-86025,2025-08-18,2025-10-17,1590,1,1590,286.2,60,Procurement,Crystal Johnson,0,0,60,0,98410,1
Payne-Baker,V050,PEQM65839565315057,INV-20275,2026-05-12,2026-05-27,149,9,1341,241.38,15,Procurement,Ms. Donna Perez,0,0,15,0,98659,1
"Pruitt, Moreno and Carter",V031,URST93986722766311,INV-11254,2026-05-25,2026-07-24,813,4,3252,585.36,60,IT,Wendy Peters,0,0,60,0,96748,1
"Adams, Hall and Bowman",V030,JFYB06330826876880,INV-13720,2026-04-26,2026-05-11,3361,10,33610,6049.8,15,Operations,Glenda Rodriguez,0,0,15,1,66390,1
"Adams, Hall and Bowman",V030,EFEY11633023428744,INV-82840,2026-04-20,2026-05-05,2077,11,22847,4112.46,15,Finance,Mark Good,0,0,15,0,77153,1
"Duran, Walsh and Murphy",V039,QKXH56212505689675,INV-38427,2026-05-31,2026-07-15,2497,12,29964,5393.52,45,Procurement,Michael Larson,0,0,45,1,70036,1
Holt Inc,V043,HJQW48660541806507,INV-64042,2025-09-30,2025-11-29,4093,9,36837,6630.66,60,Finance,Adam Campbell,0,0,60,0,63163,1
Payne-Baker,V050,CENI23309116978416,INV-61612,2026-03-09,2026-03-24,4228,7,29596,5327.28,15,Procurement,Travis Hansen,0,0,15,0,70404,1
Olsen-Richard,V003,VTCN10804892890088,INV-66474,2026-05-03,2026-05-18,929,18,16722,3009.96,15,Finance,Nathan Berger,0,0,15,1,83278,1
"Berry, Baker and Ellis",V004,WMPG54570723535698,INV-10920,2026-03-20,2026-05-19,4935,14,69090,12436.2,60,IT,Peter Wilkinson,0,0,60,0,30910,1
Hood and Sons,V045,ZXDU63785367825120,INV-89845,2025-08-19,2025-10-18,1499,20,29980,5396.4,60,HR,Mark Carson,0,0,60,0,70020,1
Larsen-Jones,V022,FJRX54078280777472,INV-17996,2026-03-21,2026-05-05,2273,4,9092,1636.56,45,Procurement,Ronald Bennett,0,0,45,1,90908,1
Richards PLC,V047,YDPO64102195126272,INV-43286,2026-04-10,2026-04-25,469,5,2345,422.1,15,IT,Kimberly Gross,0,0,15,0,97655,1
Mueller-Burke,V009,EKSC34127593813863,INV-77841,2025-11-09,2026-01-08,4327,16,69232,12461.76,60,Procurement,Robert Fields,0,0,60,1,30768,1
Roberts-Hunt,V037,EGEL90302429233601,INV-23515,2026-04-20,2026-05-05,4856,18,87408,15733.44,15,Operations,Amanda Rogers,0,0,15,0,12592,1
Williams-Rios,V012,JAQR12302581015715,INV-47025,2026-03-20,2026-05-19,736,10,7360,1324.8,60,Operations,Elizabeth Marquez,0,0,60,0,92640,1
Torres-Cohen,V002,JEZM37587747763822,INV-12864,2025-11-12,2025-11-27,3835,19,72865,13115.7,15,IT,Roberto Silva,0,0,15,0,27135,1
"Johnston, Martinez and Lowery",V049,IJUU99663347708881,INV-78384,2025-06-15,2025-07-15,3355,6,20130,3623.4,30,IT,Patricia Morton,0,0,30,1,79870,1
Weeks-Dodson,V046,RAVT10867015832711,INV-40968,2025-09-28,2025-11-12,891,12,10692,1924.56,45,HR,Lisa Allison,0,0,45,1,89308,1
"Werner, Arnold and Fisher",V036,JETL46992201875361,INV-98280,2026-03-04,2026-05-03,2457,9,22113,3980.34,60,Procurement,Matthew Wright,0,0,60,0,77887,1
"Pruitt, Moreno and Carter",V031,JFKQ76418957130359,INV-71843,2026-03-03,2026-04-17,2655,16,42480,7646.4,45,Operations,Linda Fox,0,0,45,0,57520,1
"Moreno, Bryant and Travis",V026,UEEX31788660078926,INV-37113,2025-11-01,2025-11-16,1199,4,4796,863.28,15,HR,Ann Chavez,0,0,15,1,95204,1
Franklin-Bailey,V021,UZFT84526655236856,INV-44182,2026-01-19,2026-02-18,1488,16,23808,4285.44,30,IT,Katherine Contreras,0,0,30,0,76192,1
Conway-Wilson,V033,SJTF63706720902697,INV-10786,2026-02-24,2026-04-25,2645,11,29095,5237.099999999999,60,HR,Nathan Smith,0,0,60,0,70905,1
"Jones, Clark and Singh",V016,NIWT50720539564565,INV-51888,2026-02-25,2026-03-27,1453,9,13077,2353.86,30,Procurement,Stephen Patterson,0,0,30,0,86923,1
"Quinn, Bell and Martinez",V035,LWKE04953820456861,INV-56644,2026-05-18,2026-06-17,4414,6,26484,4767.12,30,Procurement,Roy Sims,0,0,30,0,73516,1
Perry-Conway,V014,SHBH96752230904890,INV-30953,2026-04-01,2026-05-31,3286,20,65720,11829.6,60,IT,Jeffrey Lynch,0,0,60,0,34280,1
Nguyen-Taylor,V029,AGDL84267612325348,INV-56986,2026-01-28,2026-03-29,2504,1,2504,450.72,60,Operations,Scott Harrison,0,0,60,0,97496,1
"Rodriguez, Acosta and Le",V017,XCFL69438449192731,INV-93378,2026-02-20,2026-04-06,1471,18,26478,4766.04,45,Finance,Brandon Reeves,0,0,45,0,73522,1
Johnson-Peterson,V001,XUQA22883273094118,INV-62456,2026-05-04,2026-06-18,1842,17,31314,5636.52,45,Finance,Joseph Dillon,0,0,45,0,68686,1
"Rodriguez, Acosta and Le",V017,ZIYZ94932984456503,INV-20295,2025-08-03,2025-09-02,2817,12,33804,6084.719999999999,30,Procurement,Kayla Joseph,0,0,30,1,66196,1
Cherry-Stewart,V018,AKGM20808411782720,INV-79319,2026-02-14,2026-03-01,3715,16,59440,10699.2,15,Procurement,Maureen Franklin,0,0,15,1,40560,1
Holt Inc,V043,DNCT00634546905511,INV-91706,2025-08-16,2025-09-15,3731,13,48503,8730.539999999999,30,Finance,Dawn Burgess,0,0,30,1,51497,1
Hood and Sons,V045,BSMF64949392840976,INV-66620,2025-09-21,2025-10-21,2565,20,51300,9234.0,30,IT,Jay Koch,0,0,30,1,48700,1
"Morrow, Robertson and Lynch",V025,AAAQ41851843254796,INV-21480,2025-09-07,2025-10-07,4270,7,29890,5380.2,30,Operations,Emma Becker,0,0,30,1,70110,1
"Morrow, Robertson and Lynch",V025,UCCS94474726202063,INV-84493,2025-12-31,2026-01-30,440,20,8800,1584.0,30,IT,Cynthia Shepard,0,0,30,0,91200,1
Holt Inc,V043,JJKF98066952592718,INV-72051,2026-02-09,2026-03-26,917,8,7336,1320.48,45,IT,Richard Bailey,0,0,45,0,92664,1
"Cruz, Green and Flynn",V040,HUEY33595384720611,INV-47350,2026-05-11,2026-06-10,4119,3,12357,2224.26,30,Operations,Susan Smith,0,0,30,0,87643,1
"Ward, Barrett and Johnson",V023,GCFW89369334894174,INV-64165,2025-11-07,2025-12-07,3852,20,77040,13867.2,30,Operations,Adam Hamilton,0,0,30,0,22960,1
"Werner, Arnold and Fisher",V036,BWDN46639027446117,INV-84035,2025-10-22,2025-11-06,4030,10,40300,7254.0,15,IT,Renee Whitney,0,1,15,0,59700,1
"Quinn, Bell and Martinez",V035,WXYY22102316162457,INV-24432,2025-09-15,2025-11-14,629,20,12580,2264.4,60,IT,Mary Young,0,0,60,0,87420,1
Ramos-Brown,V034,SBSM10215373340409,INV-54417,2026-05-04,2026-07-03,631,2,1262,227.16,60,Operations,Jeff Burgess,0,0,60,0,98738,1
"Cruz, Green and Flynn",V040,GECH63733331385037,INV-96930,2025-11-13,2025-12-28,1427,8,11416,2054.88,45,IT,Kimberly Baker,0,0,45,0,88584,1
Holt Inc,V043,FYZU45949217706055,INV-76306,2026-02-24,2026-03-11,3137,17,53329,9599.22,15,HR,Ashley Freeman,0,0,15,0,46671,1
Smith-Haynes,V008,LPTT81824986701055,INV-70083,2026-02-14,2026-04-15,4251,4,17004,3060.72,60,Operations,Katherine Mcbride,0,0,60,1,82996,1
Bass and Sons,V027,CVWB84918832333470,INV-26131,2026-01-24,2026-03-10,556,6,3336,600.48,45,Operations,Katie Patterson,0,0,45,1,96664,1
"Werner, Arnold and Fisher",V036,QOYC73059748962658,INV-73452,2025-07-11,2025-07-26,3626,15,54390,9790.2,15,Procurement,Gregory Daniels,0,0,15,0,45610,1
Hull-Hernandez,V041,DEWP95425776296059,INV-38842,2025-10-01,2025-11-15,1138,13,14794,2662.92,45,HR,Colleen Rose,0,0,45,0,85206,1
Franklin-Bailey,V021,XWJE45444730046754,INV-19001,2025-08-22,2025-09-21,3716,16,59456,10702.08,30,HR,Jeffrey Morgan,0,0,30,0,40544,1
Thomas-Padilla,V024,NUJF47544541601647,INV-22225,2026-02-10,2026-02-25,2677,2,5354,963.72,15,IT,Jack Lara,0,0,15,0,94646,1
"Robbins, Hughes and Johnson",V006,KIBA52881450763065,INV-76899,2025-10-23,2025-12-22,2368,16,37888,6819.84,60,Finance,Diane Lynch,0,0,60,0,62112,1
Walker Ltd,V005,LBBX37344836267325,INV-93681,2026-01-06,2026-02-20,4797,19,91143,16405.739999999998,45,Procurement,Juan Alexander,0,0,45,0,8857,1
"Cruz, Green and Flynn",V040,LGSJ89315891020405,INV-21089,2025-08-04,2025-10-03,3061,7,21427,3856.86,60,Finance,Christina Wright,0,0,60,0,78573,1
Cherry-Stewart,V018,JHGL45373950765683,INV-58210,2026-04-02,2026-05-02,855,13,11115,2000.7,30,Procurement,Stacey Newman,0,0,30,0,88885,1
Payne-Baker,V050,JEIT92427521613595,INV-92654,2026-05-26,2026-07-25,3998,17,67966,12233.88,60,IT,Robert Gonzalez,0,0,60,0,32034,1
"Moreno, Bryant and Travis",V026,GQOZ06781400420073,INV-73594,2026-04-23,2026-06-07,900,18,16200,2916.0,45,Procurement,Stephanie Coleman,0,1,45,0,83800,1
Olsen-Richard,V003,KNID01093673412399,INV-27565,2026-06-04,2026-06-19,969,16,15504,2790.72,15,HR,David Black,0,0,15,0,84496,1
"Johnston, Martinez and Lowery",V049,VIAG11274053660010,INV-51585,2026-05-01,2026-05-31,4047,16,64752,11655.36,30,Operations,Brett Burton,0,0,30,0,35248,1
Weeks-Dodson,V046,YNIC17915713206995,INV-41024,2025-12-03,2026-01-17,4692,2,9384,1689.12,45,Finance,Amber Long,0,1,45,0,90616,1
Smith LLC,V011,LNSL92037141441028,INV-84913,2026-04-20,2026-05-20,1551,16,24816,4466.88,30,Finance,Janice Ellis,0,0,30,0,75184,1
Holt Inc,V043,XHXX95942808587109,INV-53371,2025-11-23,2025-12-08,1481,6,8886,1599.48,15,Procurement,Carl Henry,0,0,15,1,91114,1
"Quinn, Bell and Martinez",V035,COZP11193167705243,INV-37130,2025-12-01,2025-12-16,3019,7,21133,3803.94,15,HR,Andrea Ortiz,0,0,15,0,78867,1
Walker Ltd,V005,IOCH13103006683036,INV-29876,2026-01-12,2026-01-27,2968,16,47488,8547.84,15,Procurement,William Woodard,0,0,15,0,52512,1
"Rodriguez, Acosta and Le",V017,LWVX65054459415241,INV-80377,2026-03-15,2026-04-14,3686,3,11058,1990.44,30,IT,Patrick Moore,0,0,30,1,88942,1
"Moreno, Bryant and Travis",V026,GGXK41895436110199,INV-81803,2025-10-23,2025-12-22,4788,15,71820,12927.6,60,Procurement,Emma Smith,0,0,60,0,28180,1
Larsen-Jones,V022,GTRJ36060384567715,INV-45528,2025-08-22,2025-09-06,507,16,8112,1460.16,15,Operations,Margaret Martin,0,0,15,0,91888,1
Williams-Rios,V012,EPBV02692771606293,INV-19609,2025-12-02,2026-01-01,112,3,336,60.48,30,Finance,Benjamin Jones,0,0,30,0,99664,1
Larsen-Jones,V022,BKLO75435075542058,INV-95413,2025-09-25,2025-10-25,1225,2,2450,441.0,30,Finance,Kristen Peterson,0,0,30,0,97550,1
"Pruitt, Moreno and Carter",V031,SORD05631055733356,INV-97338,2026-04-06,2026-04-21,4735,16,75760,13636.8,15,Procurement,James Torres,0,0,15,0,24240,1
Nguyen-Taylor,V029,KOLF75300945790970,INV-37949,2026-04-09,2026-05-24,2229,14,31206,5617.08,45,IT,Jason Miller,0,0,45,0,68794,1
"Werner, Arnold and Fisher",V036,XJOF17094126793046,INV-98984,2025-07-29,2025-08-28,943,1,943,169.73999999999998,30,Finance,Robert Gibson,0,0,30,0,99057,1
Martin-Matthews,V010,HJVT90046813457076,INV-58436,2025-08-11,2025-08-26,1036,11,11396,2051.28,15,Operations,Rodney Vargas,0,0,15,0,88604,1
"Silva, Hahn and Benson",V013,LQVP96546112497054,INV-87961,2026-02-07,2026-03-24,875,14,12250,2205.0,45,HR,Jeffrey Allen,0,0,45,1,87750,1
"Berry, Baker and Ellis",V004,MSJQ57892493223204,INV-80855,2026-02-28,2026-03-15,534,8,4272,768.9599999999999,15,Procurement,Donna Turner,0,0,15,1,95728,1
Franklin-Bailey,V021,SZCI15222273342387,INV-95981,2026-04-19,2026-05-04,1412,20,28240,5083.2,15,IT,Kaitlin Christensen,0,0,15,1,71760,1
Walker Ltd,V005,BWOB74259604233321,INV-71738,2026-03-31,2026-05-15,4413,18,79434,14298.12,45,Operations,Mr. Nicholas Nelson PhD,0,0,45,0,20566,1
Martin-Matthews,V010,LOSS26357773439358,INV-22823,2025-12-03,2026-02-01,4941,20,98820,17787.6,60,HR,Linda Christensen,0,0,60,0,1180,1
"Mckinney, Martinez and Chavez",V007,VLLK49889551020198,INV-59923,2026-01-25,2026-03-11,3299,20,65980,11876.4,45,HR,Michael Eaton,0,0,45,1,34020,1
Holt Inc,V043,MACC03797257292954,INV-77648,2025-11-05,2025-12-05,1179,14,16506,2971.08,30,IT,Autumn Lambert,0,0,30,0,83494,1
"Berry, Baker and Ellis",V004,XRHA70782658439593,INV-19363,2025-10-09,2025-10-24,3894,16,62304,11214.72,15,HR,Brad Jackson,0,0,15,0,37696,1
Payne-Baker,V050,VCEG67678547936707,INV-64092,2025-07-30,2025-09-13,1958,14,27412,4934.16,45,Finance,Tyler Hodges,0,1,45,0,72588,1
Torres and Sons,V020,RKUW48466502341114,INV-57497,2025-06-20,2025-07-20,1022,7,7154,1287.72,30,Operations,Paula Gomez,0,1,30,0,92846,1
"Werner, Arnold and Fisher",V036,UKAD08061544394442,INV-76015,2025-10-16,2025-11-15,3913,20,78260,14086.8,30,Procurement,Carly Williams,0,0,30,0,21740,1
Franklin-Bailey,V021,AVRM42871092983536,INV-10116,2025-09-17,2025-10-02,4197,11,46167,8310.06,15,IT,Nancy Smith,0,0,15,0,53833,1
Mueller-Burke,V009,STVH65289890581742,INV-41770,2025-07-10,2025-08-09,2199,2,4398,791.64,30,Finance,Jeffrey Baker,0,0,30,0,95602,1
Hood and Sons,V045,SFDD06210412861212,INV-19019,2025-06-10,2025-07-10,1024,12,12288,2211.84,30,Operations,James Rivera,0,0,30,0,87712,1
Smith-Haynes,V008,CPYI13924550326407,INV-12033,2026-04-25,2026-05-25,3785,12,45420,8175.599999999999,30,IT,Laura Lambert,0,0,30,1,54580,1
Olsen-Richard,V003,VIDQ41532173684893,INV-42956,2026-01-09,2026-02-23,3152,9,28368,5106.24,45,Procurement,Alex Vargas,0,0,45,0,71632,1
Thompson Group,V032,JAWV76174413728077,INV-16830,2026-02-16,2026-04-02,2512,1,2512,452.16,45,Operations,Christopher Higgins,0,0,45,0,97488,1
"Adams, Hall and Bowman",V030,SLGH51127390082010,INV-46042,2025-07-28,2025-09-26,1250,15,18750,3375.0,60,HR,Christina Arellano,0,0,60,0,81250,1
"Robbins, Hughes and Johnson",V006,ZTDY70535348565538,INV-25985,2025-11-30,2026-01-14,3424,2,6848,1232.64,45,Procurement,Gina Wagner,0,0,45,1,93152,1
Johnson-Peterson,V001,GTCL25105910868250,INV-16981,2026-01-29,2026-02-28,2766,7,19362,3485.16,30,HR,Jennifer Oconnor,0,0,30,0,80638,1
Smith LLC,V011,IFIB03326118275863,INV-36357,2025-12-10,2025-12-25,4227,10,42270,7608.599999999999,15,IT,Jessica Moore,0,0,15,0,57730,1
Roberts-Hunt,V037,HXDX41191953582572,INV-84582,2025-11-30,2025-12-30,1838,14,25732,4631.76,30,IT,Maria Lyons,0,0,30,1,74268,1
Torres and Sons,V020,XJYZ99080831183411,INV-36139,2026-05-03,2026-06-02,4128,20,82560,14860.8,30,IT,Robert Ruiz,0,0,30,1,17440,1
"Cruz, Green and Flynn",V040,MNXZ65682105827709,INV-97675,2025-08-14,2025-09-13,3253,2,6506,1171.08,30,Procurement,John Holland,0,0,30,0,93494,1
"Cruz, Green and Flynn",V040,SMNK04458912907121,INV-60942,2026-05-02,2026-05-17,1126,5,5630,1013.4,15,Operations,Michael Hoffman,0,0,15,1,94370,1
Johnson-Peterson,V001,XQKH21944772004778,INV-22294,2026-05-06,2026-06-05,1087,8,8696,1565.28,30,Finance,Shawn Haney,0,0,30,0,91304,1
Cherry-Stewart,V018,LWSA38109438695792,INV-79050,2026-04-02,2026-06-01,2044,16,32704,5886.719999999999,60,Procurement,Michelle Montoya,0,0,60,0,67296,1
"Jones, Clark and Singh",V016,MZTB34829586274266,INV-93694,2026-04-03,2026-05-18,2597,13,33761,6076.98,45,Procurement,Jacqueline Miles,0,0,45,0,66239,1
"Jones, Clark and Singh",V016,GWSH69540877366007,INV-81911,2026-03-13,2026-04-27,1791,6,10746,1934.28,45,IT,Monica Wheeler,0,0,45,0,89254,1
"Robbins, Hughes and Johnson",V006,TTXT35807755433625,INV-78888,2025-08-11,2025-10-10,4156,6,24936,4488.48,60,Finance,Kristin Sanchez,0,0,60,0,75064,1
Nguyen-Taylor,V029,LAYJ24724082570380,INV-14121,2026-01-07,2026-01-22,2504,20,50080,9014.4,15,Procurement,Ronald Graves DDS,0,0,15,0,49920,1
"Adams, Hall and Bowman",V030,KRML45205843397432,INV-62558,2026-04-20,2026-05-05,3971,12,47652,8577.36,15,IT,Sharon Collins MD,0,0,15,0,52348,1
Ramos-Brown,V034,IEAZ09516637031829,INV-73917,2025-07-09,2025-09-07,888,14,12432,2237.76,60,IT,Tara Crawford,0,0,60,0,87568,1
Richards PLC,V047,JYEQ14820327164036,INV-64008,2025-09-01,2025-10-16,163,15,2445,440.1,45,Operations,Eric Martinez,0,0,45,0,97555,1
Williams-Rios,V012,JKUS38547351396651,INV-81823,2025-11-08,2026-01-07,1224,11,13464,2423.52,60,IT,Amber Scott,0,0,60,1,86536,1
Carter-Young,V048,IPJW88652610976981,INV-70728,2025-08-05,2025-09-04,2302,17,39134,7044.12,30,Operations,Stephanie Rasmussen,0,0,30,0,60866,1
"Berry, Baker and Ellis",V004,NZOM56219451199931,INV-36817,2025-11-18,2026-01-02,4469,17,75973,13675.14,45,IT,Maria Hicks,0,0,45,0,24027,1
Williams-Rios,V012,TJWU79343102725532,INV-26684,2026-03-01,2026-04-30,3590,13,46670,8400.6,60,IT,Ashley Sharp,0,0,60,1,53330,1
Nguyen-Taylor,V029,HLYJ94193516671451,INV-19479,2025-08-26,2025-10-25,1914,3,5742,1033.56,60,IT,Kaitlyn Downs,0,0,60,0,94258,1
Johnson-Peterson,V001,NWDW72205231979209,INV-52270,2026-05-08,2026-06-22,548,13,7124,1282.32,45,IT,Christina Bowman,0,0,45,0,92876,1
Olsen-Richard,V003,GAWJ88330028734164,INV-31548,2025-06-30,2025-07-30,163,18,2934,528.12,30,Operations,Charles Nichols,0,0,30,0,97066,1
Weeks-Dodson,V046,CVCX61028654771658,INV-28824,2025-12-30,2026-02-28,878,16,14048,2528.64,60,Finance,David Jordan,0,0,60,0,85952,1
Nguyen-Taylor,V029,PZFH82953965243617,INV-45766,2026-01-01,2026-03-02,2534,17,43078,7754.04,60,Procurement,Michael Harrison,0,0,60,0,56922,1
Martin-Matthews,V010,PUEM75071012272949,INV-60487,2026-03-25,2026-04-09,2524,11,27764,4997.52,15,IT,Mr. Dean Burns Jr.,0,0,15,0,72236,1
Walker Ltd,V005,MGKZ03633348245606,INV-18373,2026-03-10,2026-03-25,2573,4,10292,1852.56,15,IT,Andrew Lewis,0,0,15,0,89708,1
"Ward, Barrett and Johnson",V023,VRRB28730402473796,INV-26488,2026-01-22,2026-03-08,1997,16,31952,5751.36,45,IT,Bruce Watkins,0,0,45,0,68048,1
Williams-Rios,V012,EEMJ21081616902021,INV-87829,2025-07-22,2025-08-06,1670,2,3340,601.1999999999999,15,Operations,Nancy Graves,0,0,15,0,96660,1
Nguyen-Taylor,V029,HWQJ22890030606519,INV-61739,2026-02-02,2026-03-19,3139,11,34529,6215.219999999999,45,HR,Ashley Harvey,0,0,45,0,65471,1
Thomas-Padilla,V024,GLMB28979067709853,INV-85645,2025-09-24,2025-10-09,2918,2,5836,1050.48,15,Procurement,Bethany Terry,0,0,15,0,94164,1
Bass and Sons,V027,PRKC39718927028841,INV-27845,2025-07-07,2025-08-06,4368,13,56784,10221.12,30,Finance,Jessica Johnson,0,0,30,0,43216,1
Perry-Conway,V014,HARM96242529332962,INV-13195,2026-01-27,2026-03-28,2551,12,30612,5510.16,60,IT,Christopher Banks,0,0,60,0,69388,1
Thompson Group,V032,ULJZ10050004958776,INV-40332,2025-10-02,2025-11-01,4515,20,90300,16254.0,30,Finance,Lori Murray,0,0,30,0,9700,1
Mueller-Burke,V009,DNXM74389628601883,INV-27860,2025-12-30,2026-02-13,791,20,15820,2847.6,45,IT,Vincent Brown,0,0,45,0,84180,1
Smith LLC,V011,QOGV73459103400600,INV-50300,2026-05-07,2026-06-21,3731,14,52234,9402.12,45,Operations,Ryan Gill,0,0,45,0,47766,1
Olsen-Richard,V003,YNAZ24995515255342,INV-11284,2025-11-03,2025-12-03,4346,2,8692,1564.56,30,HR,Lindsay Thompson,0,0,30,0,91308,1
Carter-Young,V048,XCEP93367495433900,INV-47191,2025-10-23,2025-12-22,3374,6,20244,3643.92,60,Procurement,Michelle Carter,0,0,60,0,79756,1
Campos-Lutz,V042,HXFW33972651087869,INV-11801,2025-09-19,2025-10-19,4855,5,24275,4369.5,30,Operations,Susan Sanchez,0,0,30,0,75725,1
Rivera and Sons,V038,WWWU55160295377077,INV-43973,2025-06-17,2025-07-17,306,19,5814,1046.52,30,IT,Wendy Vang,0,0,30,0,94186,1
"Ward, Barrett and Johnson",V023,ERXM61155427770911,INV-96065,2026-03-07,2026-05-06,1588,12,19056,3430.08,60,Procurement,Debra Harris,0,0,60,1,80944,1
"Berry, Baker and Ellis",V004,CJXY86193125789291,INV-90089,2026-05-27,2026-07-26,4731,20,94620,17031.6,60,HR,Leslie Harrington,0,0,60,0,5380,1
Rivera and Sons,V038,DWEV24115456206318,INV-56790,2026-01-25,2026-02-09,954,11,10494,1888.92,15,Operations,Justin Hansen,0,0,15,1,89506,1
Walker Ltd,V005,IKBN56439056550940,INV-11932,2025-08-19,2025-10-18,4597,11,50567,9102.06,60,Finance,Jennifer Scott,0,0,60,0,49433,1
Holt Inc,V043,CZRJ22810406330317,INV-16847,2026-01-06,2026-03-07,4753,10,47530,8555.4,60,IT,Mark Martin DDS,0,0,60,0,52470,1
Thomas-Padilla,V024,ZRZW94538742097342,INV-39754,2025-08-30,2025-09-29,4950,7,34650,6237.0,30,IT,Joshua Riley,0,0,30,1,65350,1
Martin-Matthews,V010,DJNK85835608094168,INV-83888,2025-10-20,2025-12-19,722,19,13718,2469.24,60,IT,Jason Stone,0,0,60,0,86282,1
Larsen-Jones,V022,YVEM09789041080347,INV-11097,2026-03-11,2026-04-25,3277,12,39324,7078.32,45,Finance,Thomas Castaneda,0,0,45,0,60676,1
Johnson-Peterson,V001,IZNC00229945321647,INV-88254,2026-02-27,2026-03-29,2437,5,12185,2193.3,30,HR,Jennifer Mays,0,0,30,0,87815,1
